"id","name","club","nation","league","skills","weakFoot","height","weight","attWR","defWR","acceleRATE","bodyType","position","rating","acceleration","sprintspeed","positioning","finishing","shotpower","longshotsaccuracy","volleys","penalties","vision","crossing","freekickaccuracy","shortpassing","longpassing","curve","agility","balance","reactions","ballcontrol","dribbling","composure","interceptions","headingaccuracy","marking","standingtackle","slidingtackle","jumping","stamina","strength","aggression","likes","dislikes","likesRatio","positionRating"
"29942","Lee Angol","1804","England","61","3","3","187","75","2","2","Controlled","High & Average+","ST","63","86","88","61","63","65","55","53","62","57","54","59","60","49","58","68","70","55","62","63","60","38","63","34","31","39","80","72","73","45","2","0","100.0","64.27999999999999"
"26569","Tiago B. de Melo Tomás","36","Portugal","19","3","3","180","78","3","2","Controlled","Lean","ST","75","92","97","78","73","75","60","63","70","58","42","41","69","59","65","77","79","75","78","78","67","48","71","39","45","32","63","78","69","61","34","5","87.17948717948718","75.63000000000002"
"53661","Leonardo Heredia","111019","Argentina","353","3","4","185","79","3","2","Controlled","High & Average","ST","67","73","74","71","65","71","64","72","56","71","66","45","67","64","70","66","55","64","71","72","58","41","62","36","39","51","59","65","70","56","0","2","0.0","68.32"
"51595","Danny Johnson","1940","England","61","2","3","178","82","2","1","Controlled","Average","ST","61","74","74","62","61","63","58","62","59","53","38","44","55","37","41","69","70","57","62","59","58","28","65","22","29","33","57","64","68","51","0","0","0.0","62.52000000000001"
"52631","Dante Bonfim Costa Santos","72","Brazil","16","3","5","189","91","3","1","Lengthy","High & Average","ST","88","96","96","90","92","95","88","86","87","85","75","80","84","83","82","80","82","86","90","80","92","80","97","78","80","84","85","85","95","80","2608","1670","60.963066853669936","90.89"
"26757","Jamie Vardy","95","England","13","3","4","179","74","3","2","Controlled","Unique","ST","85","89","88","94","94","95","73","85","89","74","69","61","74","60","69","74","75","88","83","76","86","49","78","45","52","54","88","73","69","94","436","172","71.71052631578947","86.10000000000001"
"50050","Andi Zeqiri","1364","Switzerland","1990","3","4","181","72","3","1","Controlled","Average","ST","77","91","71","76","74","81","76","65","74","68","72","55","73","47","70","75","74","75","82","82","66","33","95","34","24","40","79","78","82","56","5","1","83.33333333333334","79.26"
"50942","George Hirst","94","England","60","3","3","191","81","3","2","Lengthy","High & Average+","ST","67","72","87","67","68","69","60","60","64","53","40","39","60","38","45","61","52","65","65","60","67","30","70","44","27","40","79","67","80","62","1","1","50.0","67.98"
"53184","Gabriel Fernando de Jesus","1","Brazil","13","5","4","175","73","3","3","Explosive","Unique","ST","93","99","96","99","97","99","95","90","89","88","84","62","90","80","87","99","97","94","95","97","94","40","98","56","38","35","99","93","84","98","1526","213","87.75158136860264","95.94999999999999"
"51117","James Akintunde","305","England","65","2","3","175","75","3","2","Controlled","Average","ST","58","80","79","57","60","62","56","54","52","47","47","50","52","38","54","74","73","49","58","59","51","41","53","37","37","43","59","66","67","60","2","0","100.0","59.420000000000016"
"36910","Nahum Melvin-Lambert","1793","England","14","2","3","186","69","2","1","Controlled","High & Average+","ST","58","79","82","55","60","54","46","40","56","44","31","29","51","32","38","65","56","54","55","51","51","21","62","24","22","30","64","59","74","58","1","0","100.0","58.63"
"52994","Sergio Córdova","101112","Venezuela","39","3","2","188","87","2","2","Controlled","High & Stocky","ST","69","82","83","68","68","74","65","68","62","59","38","40","62","50","63","67","65","68","69","70","58","26","69","24","27","32","54","55","78","39","0","0","0.0","70.35999999999999"
"50462","Adama Traoré Diarra","110","Spain","13","4","4","178","86","3","1","Controlled","Unique","ST","86","97","97","90","98","94","84","71","64","73","85","50","78","65","80","93","94","75","85","99","80","46","45","42","43","40","83","84","90","80","2343","470","83.29185922502667","85.74"
"28224","Nils Petersen","25","Germany","19","3","4","188","84","2","3","Controlled","High & Average","ST","74","57","56","84","84","86","75","83","81","60","58","45","64","49","57","54","57","81","70","62","78","39","78","46","29","21","69","77","81","68","16","0","100.0","76.5"
"28111","Mario Gavranović","101020","Switzerland","68","3","4","175","76","2","2","Controlled","Average","ST","73","73","68","76","78","74","66","73","76","61","50","55","67","56","56","78","83","65","75","68","73","51","83","29","47","39","85","63","69","56","5","0","100.0","73.64"
"53632","Gabriel Ávalos","111019","Paraguay","353","3","4","188","91","3","2","Lengthy","High & Average","ST","74","77","80","76","75","80","65","63","64","71","48","44","65","67","50","71","67","69","75","74","75","41","80","46","62","44","82","77","87","70","1","11","8.333333333333332","75.47000000000001"
"51629","Darío Poveda Romera","100851","Spain","54","3","3","185","75","2","2","Controlled","High & Average+","ST","66","60","56","68","68","67","64","59","74","57","45","51","70","45","40","53","56","65","68","66","54","22","76","23","30","38","65","37","63","35","1","0","100.0","66.95"
"33080","Jean-Philippe Mateta","1799","France","13","3","4","192","88","2","2","Lengthy","High & Average","ST","76","72","85","76","78","77","64","74","72","63","41","39","70","45","53","61","51","76","75","76","71","30","82","39","39","37","77","66","86","74","21","7","75.0","77.05000000000001"
"27793","Robbie Keane","114605","Republic of Ireland","13","4","4","175","73","3","2","Explosive","Average","ST","86","96","94","94","97","92","86","99","90","81","72","61","81","64","81","86","86","92","89","87","87","43","72","50","41","17","72","88","71","76","1086","186","85.37735849056604","89.13000000000001"
"52068","Denis Dragu?","110556","Romania","32","3","2","185","80","2","1","Controlled","High & Average","ST","66","86","89","64","68","59","62","67","59","53","53","37","59","40","63","78","73","59","63","69","68","20","70","20","18","34","76","72","71","68","0","0","0.0","66.9"
"52230","Victor Adeboyejo","4","Nigeria","60","3","3","178","63","3","2","Controlled","Average","ST","64","81","82","62","63","65","56","54","57","49","43","37","58","42","42","72","74","64","62","65","51","25","63","36","27","33","74","68","72","52","0","1","0.0","64.67"
"51970","Jordan Larsson","819","Sweden","1","3","3","175","68","3","3","Explosive","Lean","ST","74","94","87","73","72","75","77","73","65","74","66","73","78","69","75","82","84","73","76","78","67","46","68","32","23","31","72","75","65","66","3","3","50.0","74.68"
"53926","Erling Braut Haaland","10","Norway","13","4","5","195","94","3","2","Controlled","Unique","ST","97","98","99","95","99","99","93","94","82","97","67","78","97","71","99","90","89","99","92","96","96","54","98","55","66","36","82","89","99","94","304","118","72.03791469194313","97.05"
"28375","Manuel Barreiro Bustelo","110831","Spain","54","3","3","193","81","2","2","Controlled","High & Average+","ST","68","57","67","70","69","65","63","69","89","56","45","69","66","50","62","72","57","69","67","65","66","47","75","49","26","34","73","73","87","56","0","0","0.0","68.84"
"27805","Roque Santa Cruz","111008","Paraguay","1003","3","3","191","93","2","2","Controlled","High & Average","ST","71","31","35","80","78","76","60","77","75","71","58","52","63","53","73","30","28","65","75","63","76","43","81","39","33","35","40","30","84","74","45","7","86.53846153846155","70.93"
"27393","Jean-David Beauguel","112408","France","350","3","3","196","96","2","2","Lengthy","High & Average","ST","77","75","76","80","78","78","67","69","74","58","30","52","64","52","55","56","43","75","77","73","68","42","86","24","36","38","54","70","92","67","27","7","79.41176470588235","77.64"
"54139","Raúl Jiménez","110","Mexico","13","4","5","188","81","3","3","Controlled","High & Average","ST","94","98","99","99","99","99","88","99","99","92","86","62","95","88","88","90","90","94","94","94","95","73","99","60","52","42","88","92","99","96","403","39","91.17647058823529","97.18"
"50268","Edinson Cavani","1377","Uruguay","1990","3","4","185","77","3","3","Controlled","Unique","ST","88","91","98","99","98","95","85","99","97","80","72","80","79","58","83","86","84","93","89","87","92","61","91","52","55","46","90","75","84","87","500","110","81.9672131147541","92.76000000000002"
"53105","Ollie Watkins","2","England","13","3","4","180","78","3","3","Controlled","Average","ST","84","83","95","94","99","86","78","78","77","82","74","62","79","65","69","94","84","84","80","97","72","50","92","45","52","41","99","96","86","58","106","17","86.1788617886179","89.57000000000002"
"26899","Borja Iglesias Quintas","449","Spain","53","3","3","187","86","3","2","Lengthy","High & Average+","ST","81","69","78","83","85","83","75","71","84","73","49","55","75","62","51","58","67","76","80","74","80","40","86","43","44","42","71","71","91","69","44","26","62.857142857142854","80.88"
"51993","Asier Villalibre Molina","463","Spain","54","3","3","184","87","3","2","Lengthy","Stocky","ST","71","78","82","69","70","80","57","72","73","52","46","36","68","46","60","70","64","64","70","65","74","39","78","45","40","45","78","69","92","67","3","4","42.857142857142854","72.41000000000001"
"51921","Famara Diédhiou","110832","Senegal","54","3","3","189","80","3","3","Controlled","High & Average","ST","70","61","77","72","72","74","58","63","74","50","33","39","58","42","53","60","58","65","69","67","64","30","80","41","30","31","73","59","86","61","0","0","0.0","71.0"
"45310","Innes Cameron","82","Scotland","50","2","3","190","75","2","2","Controlled","High & Average","ST","60","63","72","57","60","68","49","52","59","57","49","40","58","54","51","58","67","54","58","56","54","56","69","48","53","57","68","66","71","69","1","0","100.0","61.03"
"52166","Daniel Karlsbakk","1913","Norway","10","2","3","186","70","3","1","Controlled","High & Average","ST","58","84","82","57","59","60","38","46","58","45","53","41","53","49","39","66","60","48","59","59","44","33","57","23","33","43","55","61","67","60","0","1","0.0","59.120000000000005"
"52439","Will Bruin","114161","United States","39","2","3","188","88","3","2","Controlled","High & Stocky","ST","66","58","65","68","67","71","62","61","57","64","45","52","61","49","65","58","54","64","65","59","70","39","78","48","30","36","77","62","86","70","1","0","100.0","67.55"
"45451","Gastón Verón","111019","Argentina","353","3","3","184","82","2","1","Controlled","Average","ST","64","81","76","66","66","62","57","61","59","63","50","56","62","60","57","72","66","59","66","62","64","30","69","33","34","42","68","62","65","49","1","0","100.0","65.54"
"26457","Yussuf Poulsen","112172","Denmark","19","3","3","192","84","2","3","Controlled","High & Average","ST","77","87","86","81","76","73","58","76","58","71","68","42","73","53","70","69","54","82","75","77","72","62","90","57","67","49","83","86","79","83","14","12","53.84615384615385","78.60000000000001"
"52732","Sébastien Haller","22","Côte d'Ivoire","19","3","3","190","82","3","2","Lengthy","High & Average","ST","85","64","83","91","87","87","68","87","92","81","53","49","85","58","69","74","63","86","82","86","86","38","91","42","65","59","85","76","95","69","534","39","93.19371727748691","85.88000000000002"
"52645","Denis Bouanga","112996","Gabon","39","4","4","180","71","3","3","Explosive","Average","ST","85","93","95","92","99","92","86","90","90","83","84","82","83","70","89","99","79","81","86","99","81","50","91","59","36","25","80","96","80","75","130","23","84.9673202614379","91.09000000000002"
"53676","Jonatan Cristaldo","110970","Argentina","1014","3","4","174","73","3","2","Controlled","Average","ST","69","73","77","64","71","74","69","70","65","62","59","49","68","58","67","75","77","61","68","73","77","43","73","23","31","36","63","68","71","73","5","2","71.42857142857143","69.78"
"50152","Edin Džeko","44","Bosnia and Herzegovina","31","3","5","193","80","2","2","Lengthy","High & Average+","ST","86","68","72","92","89","88","79","81","69","81","74","56","83","83","76","68","65","86","87","88","90","52","89","56","29","17","67","72","89","60","134","89","60.0896860986547","86.33000000000003"
"36171","Georges Mikautadze","68","Georgia","17","4","3","178","72","3","2","Explosive","Average","ST","69","86","87","68","72","70","70","70","70","62","66","69","65","61","64","83","76","71","68","74","70","33","62","39","44","53","73","71","67","61","24","3","88.88888888888889","70.55"
"50832","Sebastián Lomónaco","111706","Argentina","353","3","3","173","66","2","2","Explosive","Lean","ST","68","88","86","69","66","71","65","59","65","55","58","46","65","57","55","81","79","68","69","73","57","33","63","27","30","42","73","62","64","38","0","0","0.0","69.10000000000001"
"26744","Arthur Mendonça Cabral","110374","Brazil","31","3","4","186","89","3","2","Lengthy","High & Stocky","ST","77","79","83","81","87","82","70","91","83","68","50","48","74","56","63","71","68","74","76","73","71","24","78","27","27","25","84","74","87","61","21","12","63.63636363636363","80.1"
